"Incident ID","Incident Date","State","City Or County","Address","# Victims Killed","# Victims Injured","# Subjects-Suspects Killed","# Subjects-Suspects Injured","# Subjects-Suspects Arrested","Operations","Year","long","lat"
2492253,"December 31, 2022","Alabama","Mobile","200  Dauphin St",1,7,0,1,1,"N/A","2022",-88.0430812,30.6915797
2491656,"December 31, 2022","Arizona","Phoenix","4201 N 19th Ave",0,9,0,0,0,"N/A","2022",-112.09979949495,33.4964558282828
2491054,"December 30, 2022","Tennessee","Memphis","E Brooks Rd",1,3,0,0,0,"N/A","2022",-84.269273,43.539389
2490925,"December 30, 2022","Texas","Humble","4800  Park Square Ln",2,3,0,0,0,"N/A","2022",-95.255304,29.937838
2489614,"December 28, 2022","New York","Bronx","851 E Tremont Ave",1,3,0,0,2,"N/A","2022",-73.8866301,40.8433357
2490150,"December 28, 2022","Texas","Dallas","9500  Scyene Rd",0,6,0,0,0,"N/A","2022",-96.659529,32.763181
2488952,"December 27, 2022","District of Columbia","Washington","2300  Pennsylvania Ave SE",0,4,0,0,0,"N/A","2022",-76.9718408423405,38.87451365
2489345,"December 27, 2022","Ohio","Columbus","900  Bellows Ave",0,5,0,0,0,"N/A","2022",-83.0232722222222,39.9521276666667
2489124,"December 27, 2022","California","Eureka","4000  Crane St",2,2,0,0,1,"N/A","2022",153.0128029,-27.4322096
2488209,"December 26, 2022","Louisiana","New Orleans","2031 St Maurice Ave",2,4,0,0,1,"N/A","2022",-90.0056729591837,29.9685486122449
2487989,"December 24, 2022","Mississippi","Columbus","90  Luxapalila Dr",1,3,0,1,1,"N/A","2022",-88.3984246041208,33.5064492639484
2487517,"December 23, 2022","Kansas","Wichita","900  S Mission Rd",2,2,0,0,2,"N/A","2022",-95.944155,35.615181
2485011,"December 19, 2022","Florida","Lake City","NW Dixie Ave",0,5,0,0,0,"N/A","2022",-94.8309859,33.900142
2484083,"December 18, 2022","California","Santa Ana","2112 S Main St",1,3,0,0,3,"N/A","2022",NA,33.7192214
2483594,"December 18, 2022","Oklahoma","Oklahoma City","311 S Klein Ave",0,4,0,0,0,"N/A","2022",-101.976925102041,35.862930122449
2483489,"December 17, 2022","Georgia","Atlanta","3000 Continental Colony Pkwy SW",2,3,0,0,1,"N/A","2022",-84.4929114611501,33.68359605
2483188,"December 16, 2022","Georgia","Valdosta","611 E Ann St",2,2,0,0,1,"N/A","2022",-83.277577503396,30.8450185215308
2482288,"December 16, 2022","Illinois","Chicago","2150 S Laflin St",2,2,0,0,1,"N/A","2022",-87.6645790945653,41.85293085
2483108,"December 16, 2022","Texas","Dallas","2691 John West Rd",0,5,0,0,0,"N/A","2022",-96.6688691746434,32.80737665
2482711,"December 16, 2022","Tennessee","Memphis","831 Springdale Run Dr",0,5,0,0,0,"N/A","2022",-89.9738161169869,35.1584957576728
2480430,"December 13, 2022","New York","Rochester","Atlantic Ave",1,4,0,0,0,"N/A","2022",-73.9575759,40.6796131
2479678,"December 12, 2022","New York","Bronx","388 E 141st St",0,4,0,0,0,"N/A","2022",-73.9219985,40.8109508
2478664,"December 11, 2022","Illinois","Chicago","3235 N Central Ave",3,1,0,0,1,"N/A","2022",-87.7662371,41.9397485
2478061,"December 9, 2022","Arizona","Phoenix","S 21st",1,3,0,0,0,"N/A","2022",51.3376641,35.7653237
2477622,"December 8, 2022","Michigan","Detroit","1114 Washington Blvd",0,4,0,0,0,"N/A","2022",-83.0502138368474,42.3319996
2477404,"December 8, 2022","Louisiana","New Orleans","4242 Chef Menteur Hwy",0,4,0,0,0,"N/A","2022",-90.0385438,30.0042013
2475554,"December 6, 2022","New York","Bronx","Daly Ave",0,4,0,0,0,"N/A","2022",-75.3602653,40.6137196
2475546,"December 6, 2022","Georgia","Macon","159 Steven Dr",3,1,0,0,0,"N/A","2022",-104.74566275471,38.7588878058535
2474143,"December 4, 2022","Illinois","Zion","1800  Horeb Ave",0,5,0,0,0,"N/A","2022",-87.84912,42.462473
2472924,"December 1, 2022","Texas","San Antonio","4200  S Cibolo St",0,4,0,0,0,"N/A","2022",-98.524117,29.403756
2471298,"November 30, 2022","Louisiana","Lake Charles","510 Broad St",0,8,0,0,0,"N/A","2022",-74.1691408149979,40.74414535
2469354,"November 27, 2022","Florida","Tallahassee","2101 Wahnish Way",1,4,0,0,2,"N/A","2022",-84.2889855446241,30.4209643
2468894,"November 27, 2022","Louisiana","New Orleans","200  Bourbon St",0,5,0,0,1,"N/A","2022",-90.0690148,29.9547495
2468642,"November 26, 2022","Alabama","Mobile","216 Dauphin St",0,4,0,0,2,"N/A","2022",-88.0436422374908,30.69153565
2468745,"November 26, 2022","Georgia","Atlanta","117 17th St NW",2,4,0,0,6,"N/A","2022",-84.3896135959596,33.7912471313131
2468325,"November 26, 2022","Illinois","Chicago","12700  S Halsted St",2,2,0,0,0,"N/A","2022",-87.6418752527656,41.6629291
2468162,"November 25, 2022","Georgia","Atlanta","2700  Gresham Rd",0,0,1,3,0,"N/A","2022",-84.7218446296474,33.7916197514919
2467661,"November 24, 2022","Texas","Houston","1511 Baggett Ln",2,2,0,0,1,"N/A","2022",-95.483876125,29.797783875
2467743,"November 24, 2022","California","Costa Mesa","400  W Bay St",1,4,0,0,1,"N/A","2022",-84.1892447,31.5706301
2466835,"November 23, 2022","Maryland","Temple Hills","2300  Iverson St",0,4,0,0,0,"N/A","2022",-76.959855,38.833277
2466431,"November 23, 2022","Pennsylvania","Philadelphia","1901 N 60th St",0,4,0,0,0,"N/A","2022",-92.106037,46.667055
2465761,"November 22, 2022","Virginia","Chesapeake","1521 Sam's Circle",6,6,1,0,0,"N/A","2022",-76.2483361,36.7736506
2465213,"November 22, 2022","Florida","West Palm Beach","600  Snead Cir",2,2,0,0,1,"N/A","2022",-80.129018,26.687151
2464943,"November 20, 2022","Oklahoma","Hennessey","2372 N 2760 Rd",4,1,0,0,1,"N/A","2022",21.3260776213261,46.1752827
2464272,"November 20, 2022","Texas","Dallas","2000 S Beckley Ave",0,4,0,0,0,"N/A","2022",-96.82272,32.723769
2463465,"November 19, 2022","Colorado","Colorado Springs","3430 N Academy Blvd",5,19,0,0,1,"N/A","2022",-104.758409,38.8810751
2464352,"November 19, 2022","Illinois","Washington Park","Bunkum Rd",1,3,0,0,0,"N/A","2022",-87.1621217,40.9369805
2463882,"November 19, 2022","Mississippi","Philadelphia","560 Line St",1,6,0,0,1,"N/A","2022",-121.413457,36.8508039
2462457,"November 18, 2022","Virginia","Richmond","4275 Laurel Oak Rd",4,0,0,0,1,"N/A","2022",-77.4676935203715,37.39648185
2458727,"November 13, 2022","Pennsylvania","Philadelphia","400  E Wyoming Ave",0,4,0,0,0,"N/A","2022",-75.1181402863299,40.02059955
2458676,"November 13, 2022","North Carolina","Enfield","1662 Green Acres Rd",1,5,0,0,0,"N/A","2022",-77.0876739478624,35.7808379813484
2458863,"November 13, 2022","Nebraska","Omaha","3347 Ames Ave",1,6,0,1,2,"N/A","2022",-113.999735432836,35.26508
2459150,"November 13, 2022","Virginia","Charlottesville","130 Culbreth St",3,2,0,0,1,"N/A","2022",-78.5153212378618,34.9579742467631
2458933,"November 12, 2022","California","Sacramento","4000  May St",0,4,0,0,0,"N/A","2022",153.0165778,-27.4667178
2459005,"November 12, 2022","Texas","Fort Worth","6655 Calgary Ln",0,4,0,0,1,"N/A","2022",-81.680223,28.81722
2459259,"November 12, 2022","California","Indio","Lilac Ct",1,3,0,0,0,"N/A","2022",-93.0130407,45.2721118
2458467,"November 12, 2022","New Jersey","Paterson","50 Block of N Main St",0,4,0,0,0,"N/A","2022",-72.6784555,41.7709216
2459156,"November 12, 2022","Tennessee","Memphis","S Goodlett St",0,4,0,0,0,"N/A","2022",-89.9258583,35.1235751
2458086,"November 11, 2022","New Jersey","Jersey City","Virginia Ave",0,4,0,0,0,"N/A","2022",-77.9607686,39.2490057
2455710,"November 7, 2022","Texas","Mcallen (McAllen)","4700  Jasmine Ave",0,4,0,0,1,"N/A","2022",-98.269985,26.217407
2453865,"November 6, 2022","Illinois","Chicago","311 W Chicago Ave",1,3,0,0,1,"N/A","2022",-87.636238520174,41.89632795
2453892,"November 6, 2022","Illinois","Chicago","5100  S Kolin Ave",0,5,0,0,0,"N/A","2022",-87.732035,41.799749
2454565,"November 6, 2022","California","Tulare","Rd 84",0,5,0,0,0,"N/A","2022",-119.20071,46.2589011
2455484,"November 6, 2022","Florida","Gainesville","500 SW 2nd Ave",0,4,0,0,0,"N/A","2022",-93.429831,44.477008
2454281,"November 5, 2022","New York","Buffalo","30 E Amherst St",0,4,0,0,0,"N/A","2022",-78.8364755114929,42.9406818
2453744,"November 5, 2022","Pennsylvania","Philadelphia","853 E Allegheny Ave",0,9,0,0,0,"N/A","2022",-75.1139840425557,39.9967799
2452673,"November 4, 2022","Florida","Orlando","10145 Myers Dr",4,1,0,1,1,"N/A","2022",-81.240298643573,28.5612079062581
2452798,"November 4, 2022","Maryland","La Plata","3018 Wildflower Dr",4,0,1,0,0,"N/A","2022",-96.877390039212,32.9020719049444
2452501,"November 3, 2022","Illinois","Chicago","3700  W Chicago Ave",0,4,0,0,0,"N/A","2022",-87.718921,41.895518
2451028,"November 2, 2022","Texas","Houston","2930 W Sam Houston Pkwy S",0,4,0,0,0,"N/A","2022",-95.559404645817,29.7337414
2451550,"November 2, 2022","Mississippi","Hattiesburg","W 5th St",2,3,0,0,2,"N/A","2022",-87.3259456,40.6176546
2450360,"November 1, 2022","Colorado","Denver","1400  Verbena St",1,5,0,0,1,"N/A","2022",-104.890445,39.738825
2450917,"November 1, 2022","Maryland","Baltimore","2000  W Pratt St",0,4,0,0,0,"N/A","2022",-76.6486603716599,39.28526225
2449986,"October 31, 2022","Kansas","Kansas City","S 50th St",1,6,0,0,1,"N/A","2022",-96.6512864,40.7990918
2450557,"October 31, 2022","Illinois","East Saint Louis","935 St Louis Ave",2,3,0,0,0,"N/A","2022",-89.6862909115671,38.2151136499454
2449653,"October 31, 2022","Illinois","Chicago","S California Ave",1,13,0,0,0,"N/A","2022",-114.2842539,34.142511
2448898,"October 30, 2022","Tennessee","Memphis","3920 Park Ave",1,3,0,0,2,"N/A","2022",-80.2556943940377,25.713881
2448366,"October 30, 2022","Colorado","Aurora","900  N Geneva St",4,0,0,0,1,"N/A","2022",-104.8688423,39.782531
2448287,"October 30, 2022","Pennsylvania","Philadelphia","601 Spring Garden St",0,6,0,0,0,"N/A","2022",-76.603735,40.162489
2448361,"October 30, 2022","California","Covina","17000  E Bellbrook St",2,2,0,0,3,"N/A","2022",-117.915654036504,34.0981407867405
2448372,"October 30, 2022","South Carolina","Charleston","1900 Hazelwood Dr",0,4,0,0,1,"N/A","2022",-89.2903548030795,48.5406966284861
2448015,"October 29, 2022","Florida","Orlando","8204 Crystal Clear Ln",0,6,0,0,1,"N/A","2022",-81.4003056906939,28.448601342446
2448330,"October 29, 2022","Florida","Tallahassee","2101 W Pensacola St",1,8,0,1,4,"N/A","2022",-84.319677,30.440621
2447980,"October 28, 2022","Ohio","Toledo","Junction Ave",2,2,0,0,0,"N/A","2022",-99.887164,39.0301047
2447379,"October 28, 2022","Pennsylvania","Pittsburgh","3737 Brighton Rd",0,5,0,0,2,"N/A","2022",-83.8767629320857,42.5268067278214
2447217,"October 27, 2022","Oklahoma","Broken Arrow","425 S Hickory Ave",7,0,1,0,0,"N/A","2022",-95.8022068255034,36.0480809328859
2445686,"October 25, 2022","Ohio","Hamilton","700  S 2nd St",2,2,0,0,0,"N/A","2022",-93.2575523667001,44.9789543
2445939,"October 25, 2022","North Carolina","Greensboro","900  Circle Dr",2,4,0,0,0,"N/A","2022",-76.706415,39.2605293
2443879,"October 24, 2022","Missouri","Saint Louis","3125 S Kingshighway Blvd",2,4,1,0,0,"N/A","2022",-90.2709575081647,38.60449855
2443849,"October 24, 2022","Illinois","Chicago","3200  W 30th St",1,3,0,0,0,"N/A","2022",-86.2134055305848,39.8101102
2443627,"October 23, 2022","Texas","Brownsville","1200  W Saint Francis St",0,5,0,0,0,"N/A","2022",-97.517674,25.915749
2443194,"October 23, 2022","Illinois","Chicago","4300  S Kedzie Ave",3,2,0,0,0,"N/A","2022",-87.7046012131093,41.8152372
2443276,"October 23, 2022","Wisconsin","Milwaukee","N 34th St",0,4,0,0,0,"N/A","2022",-112.0091653,33.6397424
2442695,"October 22, 2022","Wisconsin","Milwaukee","W Fond Du Lac",0,6,0,0,0,"N/A","2022",-88.4458033,43.7748763
2443257,"October 22, 2022","North Carolina","Oxford","100  Granville St",0,6,0,0,0,"N/A","2022",-65.301494824258,44.8415794650455
2443287,"October 22, 2022","Georgia","Cordele","1309 16th Ave E",0,4,0,0,1,"N/A","2022",-80.9156823225868,44.5723918674476
2443231,"October 22, 2022","Arizona","Phoenix","6330 W Miami St",1,7,0,0,0,"N/A","2022",-112.197227011216,33.418891
2450590,"October 21, 2022","Mississippi","Cleveland","511 Lee St",1,3,0,0,0,"N/A","2022",-87.6787784,42.0358123
2442632,"October 21, 2022","Louisiana","New Orleans","2200  N Galvez St",1,3,0,0,0,"N/A","2022",-90.056171,29.978688
2444683,"October 21, 2022","Wisconsin","Hartland","700 Mansfield Court",4,0,2,0,0,"N/A","2022",-88.3295249,41.6834384
2442008,"October 21, 2022","Louisiana","Baton Rouge","636 Harding Blvd",0,11,0,0,3,"N/A","2022",-91.191186119614,30.5200980713668
2441540,"October 20, 2022","Ohio","Cleveland","4497 State Rd",0,5,0,0,0,"N/A","2022",-82.362601324047,41.3662695243193
2439423,"October 17, 2022","Virginia","Woodbridge","5297 Mansfield Ct",4,0,0,0,1,"N/A","2022",-77.3667561536493,38.65195195
2438904,"October 16, 2022","Texas","El Paso","8500  Dyer St",1,3,0,0,1,"N/A","2022",-106.435133,31.858978
2438505,"October 16, 2022","Georgia","Atlanta","223 James P Brawley Dr SW",0,4,0,0,0,"N/A","2022",-84.4127985,33.7501309
2439294,"October 16, 2022","California","Lancaster","44236 20th St E",0,4,0,0,2,"N/A","2022",-118.094562852244,34.6882012169018
2438461,"October 16, 2022","Virginia","Harrisonburg","1500  Devon Ln",0,8,0,0,1,"N/A","2022",-78.8768983,38.42170695
2438121,"October 15, 2022","Colorado","Denver","900 Dakin St",1,7,0,0,0,"N/A","2022",-90.1345619,29.9613202
2438154,"October 15, 2022","Massachusetts","Worcester","88 Webster St",0,6,0,0,3,"N/A","2022",-70.2019998,44.0984419
2438723,"October 15, 2022","Mississippi","Itta Bena","N/A",2,7,0,0,0,"N/A","2022",4.92850387614619,51.56687415
2438494,"October 15, 2022","New York","Freeport","Babylon Tpke",0,4,0,0,0,"N/A","2022",-73.570103,40.665356
2438482,"October 15, 2022","Pennsylvania","Pittsburgh","300  Cedar Ave",3,1,0,0,0,"N/A","2022",-71.2165345355018,41.73995445
2437284,"October 14, 2022","Pennsylvania","Philadelphia","Willard St",0,4,0,0,0,"N/A","2022",-71.0296252,42.2434522
2436826,"October 13, 2022","North Carolina","Raleigh","5300  Sahalee Way",5,2,0,1,1,"N/A","2022",-122.0570501,47.6505337
2437177,"October 13, 2022","North Carolina","New Bern","2100  New Bern Ave",0,4,0,0,0,"N/A","2022",-78.6062811525142,35.7792329
2437630,"October 13, 2022","Alabama","Lanett","1912 50th Ave SW",0,6,0,0,0,"N/A","2022",-85.2447869652578,32.8439142596365
2434847,"October 10, 2022","California","Delano","County Line Road",1,3,0,0,0,"N/A","2022",-87.9112682,42.6693762
2434247,"October 9, 2022","South Carolina","Inman","280 Bobo Dr",5,0,0,0,1,"N/A","2022",-82.0744003435829,35.0189215
2434128,"October 9, 2022","Florida","Miami","525 NE 150th St",1,3,0,0,0,"N/A","2022",-80.1889420859948,25.91315665
2439284,"October 9, 2022","Oklahoma","Henryetta","US-75",4,0,0,0,1,"N/A","2022",-95.7030768,38.9719744
2434326,"October 9, 2022","Arkansas","Jacksonville","300 Marshall Rd",1,3,0,0,0,"N/A","2022",-105.168140925417,39.9555762
2433539,"October 9, 2022","Florida","Tampa","908 N Franklin St",1,6,0,0,2,"N/A","2022",-81.4466267,27.5023464
2434062,"October 9, 2022","Texas","Beaumont","2550 I-10 Frontage Rd",0,5,0,0,0,"N/A","2022",-98.0279703594128,29.5630966152649
2433352,"October 8, 2022","California","Berkeley","Durant Ave",1,3,0,0,2,"N/A","2022",-74.143391,40.418558
2440211,"October 8, 2022","Alabama","Hurtsboro","Ross Rd",2,2,0,0,0,"N/A","2022",28.5967224,-20.1891726
2434151,"October 8, 2022","Missouri","Saint Joseph","302 Illinois Ave",0,4,0,0,0,"N/A","2022",-82.4844444036371,40.7482252035962
2432772,"October 7, 2022","Oregon","Portland","SE 92nd Ave",0,4,0,0,0,"N/A","2022",-81.9995199,29.0420706
2432893,"October 7, 2022","Texas","Fort Worth","1200  Jessamine St",4,0,0,0,0,"N/A","2022",-81.05313,33.983455
2431842,"October 6, 2022","Kentucky","Louisville","5000  East Indian Trail",0,4,0,0,0,"N/A","2022",-85.670291,38.181777
2431594,"October 6, 2022","District of Columbia","Washington","1200 North Capitol St NW",1,3,0,0,0,"N/A","2022",-77.00944655,38.906396
2431069,"October 5, 2022","Texas","Baytown","2000  Tri City Beach Rd",4,2,1,0,0,"N/A","2022",-94.943222,29.701248
2428950,"October 2, 2022","Tennessee","Nashville","600  S 7th St",0,4,0,0,0,"N/A","2022",-85.763217130869,38.24920815
2428715,"October 2, 2022","Washington","Seattle","4300  University Way NE",0,4,0,0,0,"N/A","2022",-122.3128326,47.65993
2427999,"October 1, 2022","Pennsylvania","Philadelphia","5000  Frankford Ave",0,4,0,0,0,"N/A","2022",-75.0803202422708,40.0208591
2428678,"October 1, 2022","California","Oakland","988 Apgar St",2,2,0,0,2,"N/A","2022",-122.27730253456,37.82913235
2427775,"September 30, 2022","Oklahoma","Tulsa","4929 N Peoria Ave",1,3,0,0,1,"N/A","2022",-95.9754544237288,36.224550661017
2428456,"September 30, 2022","Mississippi","Marks","1st St",0,5,0,0,0,"N/A","2022",-82.349522,34.768469
2426627,"September 29, 2022","Texas","Mc Gregor","901 S Monroe St",5,0,0,1,1,"N/A","2022",-104.945685892939,39.69996585
2426042,"September 28, 2022","California","Oakland","8251 Fontaine St",1,5,0,0,0,"N/A","2022",-122.154128387703,37.76589555
2425825,"September 28, 2022","Ohio","Columbus","1680 Karl Ct",0,5,0,0,1,"N/A","2022",-82.9738423,40.08539
2425799,"September 28, 2022","Maryland","Baltimore","5500  Bowleys Ln",0,4,0,0,0,"N/A","2022",-76.551481025,39.31921595
2426382,"September 28, 2022","Alabama","Uniontown","100-104 Birch Rd",0,4,0,1,0,"N/A","2022",-87.7710635,42.1305176
2425393,"September 27, 2022","New York","Corona (Queens)","88-01 Atlantic Ave",0,4,0,0,0,"N/A","2022",-73.8792456,40.6795716
2426137,"September 27, 2022","New York","New York (Manhattan)","W 116th St",0,4,0,0,0,"N/A","2022",-73.9560999,40.8047284
2426061,"September 27, 2022","North Carolina","Goldsboro","1200  Olivia Ln",0,4,0,0,0,"N/A","2022",-77.983517,35.370607
2425199,"September 27, 2022","Pennsylvania","Philadelphia","6498 Ridge Ave",1,4,0,0,4,"N/A","2022",-90.293839,38.676404
2425839,"September 27, 2022","Florida","Jacksonville","A Philip Randolph Blvd",0,4,0,0,0,"N/A","2022",-81.643612,30.326047
2423747,"September 25, 2022","Pennsylvania","Harrisburg","2300  Woodlawn St",0,4,0,0,5,"N/A","2022",-80.583868,35.50493
2423338,"September 25, 2022","Indiana","Hammond","6217 Kennedy Ave",1,3,0,0,0,"N/A","2022",-84.4144748538645,39.1843586
2423538,"September 24, 2022","Ohio","Columbus","E 5th Ave",1,3,0,0,0,"N/A","2022",-83.003404,39.987027
2423331,"September 24, 2022","Georgia","Louisville","Forrest Dr",1,3,0,0,0,"N/A","2022",-77.0818694,26.5424546
2424602,"September 23, 2022","California","Castroville","N/A",0,4,0,0,0,"N/A","2022",4.92850387614619,51.56687415
2421430,"September 22, 2022","Illinois","Chicago","E 35th St",0,4,0,0,0,"N/A","2022",-93.265094,44.939563
2420406,"September 20, 2022","New York","Mount Vernon","333 S 8th Ave",0,4,0,0,0,"N/A","2022",-73.8373744,40.9024092
2420637,"September 20, 2022","Michigan","Niles","620 N 6th St",2,3,0,0,0,"N/A","2022",-116.196641408871,43.61865265
2419473,"September 19, 2022","Georgia","Swainsboro","N Coleman St",1,3,0,0,0,"N/A","2022",-112.3141997,40.5415018
2417634,"September 18, 2022","New York","Corona (Queens)","41st Ave",1,3,0,0,1,"N/A","2022",-92.3643812,45.2684853
